question_id,hint_used,question,answers,model_letter,correct_letter,is_correct
451,Relate the question to a familiar concept or situation to better understand and solve it.,"A uniform electric field exists in a region between two oppositely charged plates. An electron is released from rest at the surface of the negatively charged plate and strikes the surface of the opposite plate, $2.0 \mathrm{~cm}$ away, in a time $1.5 \times 10^{-8} \mathrm{~s}$. What is the speed of the electron as it strikes the second plate? 
a) $3.0$ $10^6$ b) $1.5$ $10^6$ c) $3.2 \times 10^6$ m/s d) $2.2 \times 10^6$ m/s e) $1.3 \times 10^6$ m/s f) $1.8 \times 10^6$ m/s g) $2.0$ $10^6$ h) $2.5 \times 10^6$ m/s i)  $2.7$ $10^6$ j) $3.5 \times 10^6$ m/s ","Part 1: The speed of the electron as it strikes the second plate is approximately 2.7 million meters per second.

Part 2:
- The electron is accelerated by the electric field between the plates.
- The distance and time are given, allowing calculation of acceleration using kinematic equations.
- The final speed can be found using the equation for motion under constant acceleration.

Part 3: I",,I,False
452,Relate the question to a familiar concept or situation to better understand and solve it.,"Heat is transferred to steam at 50 lbf in a cylinder having a volume of 2 ft^3. The temperature of steam rises from 300°F to 500°F while the pressure remains constant. Calculate (a) the heat transfer, (b) the work done, and (c) the change in internal energy for the above process. Assume the system to be a closed one.
a) (a) 22.7 Btu, (b) 5.34 Btu, (c) 17.4 Btu b) (a) 19.3 Btu, (b) 4.12 Btu, (c) 15.8 Btu c) (a) 18.0 Btu, (b) 6.00 Btu, (c) 14.5 Btu d) (a) 24.5 Btu, (b) 7.24 Btu, (c) 19.1 Btu e) (a) 21.7 Btu, (b) 5.54 Btu, (c) 16.9 Btu f) (a) 20.9 Btu, (b) 5.89 Btu, (c) 17.0 Btu g) (a) 23.7 Btu, (b) 4.78 Btu, (c) 19.6 Btu h) (a) 23.2 Btu, (b) 4.34 Btu, (c) 18.4 Btu i) (a) 25.0 Btu, (b) 3.50 Btu, (c) 21.5 Btu j) (a) 20.5 Btu, (b) 6.34 Btu, (c) 16.4 Btu ","Part 1: The heat transfer is 22.7 Btu, the work done is 5.34 Btu, and the change in internal energy is 17.4 Btu.

Part 2:
- The process involves a constant pressure, which means the work done can be calculated using the pressure and change in volume.
- The first law of thermodynamics relates heat transfer, work done, and change in internal energy.
- The given options need to be evaluated based on these calculations to find the correct values.

Part 3:  
A",A,A,True
453,Relate the question to a familiar concept or situation to better understand and solve it.,"What is the term for a sub-optimal but acceptable outcome of negotiations between parties?
a) Accepting b) Settling c) Negotiating d) Mediating e) Bargaining f) Satisficing g) Conceding h) Collaborating i) Arbitrating j) Compromising ","Part 1: The term is compromising.  
Part 2:  
- It involves reaching a middle ground where both parties give up something.  
- It is often used to resolve conflicts or disputes.  
- It is not the ideal outcome for either party but is acceptable to both.  
Part 3: D",D,F,False
454,Relate the question to a familiar concept or situation to better understand and solve it.,"Calculate the ratio of energy loss when a 4Mevalpha particle travelling through carbon collides with nuclei (scattering) to the energy loss when it collides with bound electrons.
a) 2.5 ×10^-3 b) 5.5 × 10^-3 c) 1.5 ×10^-3 d) 1.0 × 10^-3 e) 1.2 × 10^-3 f) 3.0 × 10^-2 g) 2.8 × 10^-3 h) 2.0 ×10^-3 i) 3.5 ×10^-3 j) 4.0 × 10^-3 ","Part 1: The ratio of energy loss is 1.0 × 10^-3.

Part 2:
- Energy loss in scattering with nuclei is generally much less than with electrons due to mass differences.
- The alpha particle is more likely to lose energy through interactions with electrons.
- Calculations and empirical data suggest a small ratio for energy loss in nuclear collisions compared to electron collisions.

Part 3: D",D,A,False
455,Relate the question to a familiar concept or situation to better understand and solve it.,"A stone is dropped into a well and the splash is heard two seconds later. If sound travels 1100 ft/sec, what is the depth of the well?
a) 50.6 ft b) 80.6 ft c) 30.6 ft d) 70.6 ft e) 90.6 ft f) 100.6 ft g) 110.6 ft h) 40.6 ft i) 120.6 ft j) 60.6 ft ","Part 1: The depth of the well is 70.6 feet.

Part 2:
- The total time of 2 seconds includes both the time for the stone to fall and the sound to travel back up.
- The time for sound to travel back up is calculated by dividing the depth by the speed of sound.
- The remaining time is the time it takes for the stone to fall, which can be calculated using the formula for free fall.
- Solving these equations together gives the depth of the well.

D",D,J,False
456,Relate the question to a familiar concept or situation to better understand and solve it.,"The cross section for neutrons of energy 10 eV being captured by silver is 17 barns. What is the probability of a neutron being captured as it passes through a layer of silver 2 mm thick?
a) 0.9 b) 0.3 c) 0.1 d) 0.15 e) 0.5 f) 0.05 g) 0.7 h) 0.8 i) 0.6 j) 0.2 ","Part 1: The probability of a neutron being captured is 0.1.

Part 2:
- The cross section is a measure of the likelihood of a neutron interaction with a nucleus.
- The thickness of the material and the cross section determine the probability of capture.
- A small thickness and moderate cross section suggest a lower probability of capture.

C",C,J,False
457,Relate the question to a familiar concept or situation to better understand and solve it.,"What is the second most common element in the solar system?
a) Methane b) Nitrogen c) Oxygen d) Iron e) Hydrogen f) Helium g) Neon h) Carbon i) Silicon j) Argon ","Part 1: The second most common element in the solar system is helium.

Part 2:
- The most abundant element in the solar system is hydrogen.
- Helium is the second most abundant element, formed from nuclear fusion in stars.
- Other elements like oxygen and carbon are less abundant compared to helium.

Part 3: F",,F,False
458,Relate the question to a familiar concept or situation to better understand and solve it.,"A person with Wernicke's aphasia has impaired language comprehension and:
a) nonfluent and irrelevant speech. b) fluent but unintelligible speech. c) nonfluent and unintelligible speech. d) fluent but slow-paced speech. e) fluent speech with repetitive content. f) fluent and intelligible speech. g) nonfluent but intelligible speech. h) fluent speech with irrelevant content. i) nonfluent speech with relevant content. j) fluent speech with a heavy accent. ","Part 1: A person with Wernicke's aphasia has fluent but unintelligible speech.

Part 2:
- Wernicke's aphasia is characterized by impaired language comprehension.
- Individuals often produce speech that is fluent in terms of rhythm and grammar.
- The speech is typically nonsensical or lacks meaningful content.
- This condition is distinct from nonfluent aphasias, which affect speech production.

Part 3: B",B,B,True
459,Relate the question to a familiar concept or situation to better understand and solve it.,"Calculate $\left(\frac{1}{a}\right)^4 \cdot 2 \cdot a^4+a^{2+1-3}$ when $a=42$.
a) 8 b) 0 c) 4 d) 7 e) 9 f) 5 g) 3 h) 2 i) 1 j) 6 ","Part 1: The result of the expression is 2.

Part 2:
- Substitute the value of 42 for the variable in the expression.
- Simplify the expression by calculating each part separately.
- The first part simplifies to 1, and the second part simplifies to 1.
- Multiply the results to get the final answer.

Part 3:
H",,G,False
460,Relate the question to a familiar concept or situation to better understand and solve it.,"Policy Face Value of Policy Premium Rate Term of Policy Premium 1 $ 9,000 $.28 per$100 1 year 2 $52,000 $.35 per$100 3 years 3 $28,000 $.42 per$100 1 year
a) Policy 1: $52.00, Policy 2: $182.00, Policy 3: $28.00 b) Policy 1: $28.00, Policy 2: $546.00, Policy 3: $117.60 c) Policy 1: $28.00, Policy 2: $491.00, Policy 3: $117.00 d) Policy 1: $25.20, Policy 2: $491.40, Policy 3: $117.60 e) Policy 1: $52.00, Policy 2: $182.00, Policy 3: $117.60 f) Policy 1: $28.00, Policy 2: $182.00, Policy 3: $117.60 g) Policy 1: $25.20, Policy 2: $182.00, Policy 3: $176.40 h) Policy 1: $52.00, Policy 2: $491.40, Policy 3: $28.00 i) Policy 1: $25.20, Policy 2: $182.00, Policy 3: $117.60 j) Policy 1: $25.20, Policy 2: $546.00, Policy 3: $117.60 ","Part 1: The correct premiums are $25.20, $546.00, and $117.60 for the three policies respectively.

Part 2:
- Calculate the premium for each policy by multiplying the face value by the premium rate and dividing by 100.
- For the first policy, the calculation is $9,000 times 0.28 divided by 100, resulting in $25.20.
- For the second policy, the calculation is $52,000 times 0.35 divided by 100, resulting in $182.00 per year, but since it's a 3-year term, multiply by 3 to get $546.00.
- For the third policy, the calculation is $28,000 times 0.42 divided by 100, resulting in $117.60.

B",B,D,False
